donor_id,first_name,last_name,email,phone,address_line1,city,postcode,acquisition_date,acquisition_channel,donor_status,communication_preference
2653,Terence,Reynolds,terence.reynolds@btinternet.com,,3 Marshall prairie,Bristol,SS9 4YF,2024-01-17,Direct Mail,Active,Email
2654,Annette,Parry,annette.parry@hotmail.co.uk,(028)9018417,0 Duncan orchard,North Cliveshire,G59 4BB,2022-12-09,Event,Active,Email
2655,Robert,Boyle,robert.boyle@hotmail.co.uk,(0116) 4960305,71 Green landing,Newcastle,S7 6WS,2021-08-20,Legacy,Active,Post
2656,Kenneth,Woodward,kenneth.woodward@yahoo.co.uk,+44118 4960108,04 Richards drives,Hughesville,N9S 6QZ,2024-07-21,Direct Mail,Active,Email
2657,Naomi,Bradshaw,naomi.bradshaw@yahoo.co.uk,0289018859,"Studio 5
Carr junctions",London,S7G 5AD,2024-05-29,Direct Mail,Active,Post
2658,Mary,Abbott,mary.abbott@gmail.com,(0141) 4960562,306 O'Brien haven,Birmingham,SR1X 9YA,2022-08-16,Direct Mail,Active,Email
2659,Carolyn,Griffiths,carolyn.griffiths@btinternet.com,02074960202,"Flat 0
Howard shoals",Newcastle,DL77 0XW,2021-07-25,Online,Active,Email
2660,Louis,King,louis.king@outlook.com,+44(0)1174960467,"Flat 58p
Sandra ports",London,OL4 0ZU,2024-03-11,Online,Active,Post
2661,Rhys,Ahmed,rhys.ahmed@hotmail.co.uk,+44(0)9098790607,06 Gemma mission,Doyleberg,W1 6RB,2024-09-05,Direct Mail,Lapsed,Email
2662,Lynda,Jones,lynda.jones@btinternet.com,09098790168,626 Catherine river,London,W21 6DD,2024-04-17,Event,Active,Post
2663,Antony,Ward,antony.ward@yahoo.co.uk,+44(0)121 4960719,285 Jones passage,London,W45 2UJ,2024-09-03,Legacy,Lapsed,Post
2664,Marian,Lawrence,marian.lawrence@outlook.com,,"Studio 48
Michelle circles",Lake Ianberg,CM6R 0TW,2022-02-11,Event,Lapsed,Email
2665,Jill,Wright,jill.wright@gmail.com,(0191) 4960059,"Flat 07B
Taylor forges",Birmingham,M3 3EF,2024-09-01,Online,Lapsed,Email
2666,Lewis,Hooper,lewis.hooper@outlook.com,+4428 9018373,"Flat 5
Jennings estate",Liverpool,DG33 4NJ,2024-03-16,Direct Mail,Lapsed,Email
2667,Abdul,Hunt,abdul.hunt@hotmail.co.uk,(0306) 9990228,0 Amanda station,Liverpool,HG4 7FU,2023-09-14,Telemarkating,Active,Email
2668,Lawrence,Smart,lawrence.smart@yahoo.co.uk,0118 4960131,"Studio 7
Smith groves",Newcastle,BD2 1NS,2024-03-31,Online,Active,Post
2669,Phillip,Kirk,phillip.kirk@gmail.com,0292018530,"Studio 65
Lawrence glens",London,ML49 1WW,2024-05-18,Online,Active,Email
2670,Justin,Simpson,justin.simpson@hotmail.co.uk,0131 4960311,21 Hart crossroad,Manchester,TA0W 2DA,2021-03-15,Event,Active,Post
2671,Donna,Burns,donna.burns@yahoo.co.uk,(020)74960638,"Flat 38
Wilson walks",Bristol,W4U 5BB,2023-04-26,Online,Active,Email
2672,Tom,Wright,tom.wright@gmail.com,+44(0)3069990107,"Studio 97
Dunn mills",London,CM99 0UW,2020-09-20,Online,Active,Post
2673,David,George,david.george@outlook.com,+441214960829,"Studio 96
Maureen village",Birmingham,N97 7NF,2024-09-05,Event,Lapsed,Email
2674,Edward,Bennett,edward.bennett@yahoo.co.uk,,83 Cheryl loaf,London,RH11 0EE,2024-07-27,Event,Lapsed,Phone
2675,Vanessa,Godfrey,vanessa.godfrey@outlook.com,(0118)4960058,"Flat 22Z
Palmer gateway",West Geoffreyhaven,W8 6PW,2023-06-01,Online,Active,Email
2676,Donald,Cook,donald.cook@outlook.com,0115 4960369,07 Pauline walk,London,S9 7HT,2024-08-06,Online,Active,Email
2677,Lydia,Thomas,lydia.thomas@gmail.com,,"Studio 56
Ellie corners",Bibishire,SP2 5WE,2023-08-23,Direct Mail,Active,Post
2678,Howard,Thomas,howard.thomas@gmail.com,(029) 2018575,"Flat 19
Lorraine freeway",Birmingham,E0 8EA,2021-05-08,Direct Mail,Active,Post
2679,Graham,Barton,graham.barton@yahoo.co.uk,0306 9990833,0 Parsons streets,North Alexfurt,NG6 9SE,2024-09-30,Event,Lapsed,Phone
2680,Georgia,Anderson,georgia.anderson@hotmail.co.uk,+44(0)117 496 0446,413 Nicole row,London,E32 0PL,2024-09-06,Direct Mail,Lapsed,Email
2681,Rebecca,Bennett,rebecca.bennett@outlook.com,029 2018 0636,"Flat 81
Gail way",Birmingham,G6F 8TR,2023-06-28,Event,Active,Post
2682,Raymond,Yates,raymond.yates@yahoo.co.uk,(0114)4960091,"Studio 35a
Edwards grove",Annchester,TF7N 3HX,2023-07-31,Direct Mail,Active,Email
2683,Joseph,Wade,joseph.wade,(029) 2018 0459,"Studio 69R
Wright summit",South Bethton,W76 3RD,2023-08-15,Online,Active,Phone
2684,Linda,Walker,linda.walker@outlook.com,,"Flat 1
Jay cliffs",Leeds,DD7Y 2YZ,2021-01-03,Online,Active,Email
2685,Stacey,Palmer,stacey.palmer@btinternet.com,+44(0)115 496 0500,33 Townsend knoll,Birmingham,G1 5US,2023-04-09,Direct Mail,Active,Email
2686,Katie,Anderson,katie.anderson@btinternet.com,,"Flat 4
Powell cove",Stewartburgh,E9 2FT,2023-06-25,Online,Active,Phone
2687,Conor,Brown,conor.brown@btinternet.com,+44141 496 0834,6 Molly mountain,Forstershire,S9 7RX,2024-08-07,Direct Mail,Active,Email
2688,Owen,Clark,owen.clark@yahoo.co.uk,(0115)4960112,"Studio 05
Jones union",West Glennport,W68 3XQ,2024-06-14,Online,Lapsed,Email
2689,Benjamin,Evans,benjamin.evans@yahoo.co.uk,(0116)4960253,347 Hall harbors,East Christian,L27 9PB,2022-01-07,Telemarkating,Active,Email
2690,Wendy,Smith,wendy.smith@gmail.com,01314960765,903 Khan crossing,Birmingham,NR7 9EX,2023-12-14,Event,Active,Email
2691,Simon,Williams,simon.williams@outlook.com,+44(0)1134960306,"Studio 46
Natalie walks",Bristol,E10 7GW,2020-01-12,Legacy,Active,Post
2692,Ronald,Craig,ronald.craig@yahoo.co.uk,+44(0)9098790814,"Flat 64
Diane union",London,TW92 2HS,2023-06-20,Online,Lapsed,Email
2693,Jeremy,West,,(020) 74960855,38 Sheila roads,New Lewis,AT30 2JZ,2022-09-28,Online,Active,Email
2694,Duncan,Bailey,duncan.bailey@yahoo.co.uk,+44114 496 0413,"Flat 21f
Hawkins common",Billyhaven,BB2N 9EX,2024-08-31,Online,Active,Email
2695,Gregory,Bibi,gregory.bibi@hotmail.co.uk,+44(0)121 496 0000,22 Anderson brooks,Bristol,EQ38 9NZ,2023-06-29,Event,Active,Email
2696,Vincent,Cooper,vincent.cooper@yahoo.co.uk,0116 496 0151,"Flat 91c
Malcolm green",Bristol,B19 9UP,2023-09-19,Online,Active,Email
2697,Sylvia,Edwards,sylvia.edwards@btinternet.com,01632 960 465,"Flat 1
Brandon point",Phillipland,SW3 4YD,2020-04-12,Telemarkating,Active,Email
2698,Dylan,Atkins,dylan.atkins@outlook.com,,7 Joseph orchard,London,AB09 0XJ,2020-01-08,Direct Mail,Active,Phone
2699,Caroline,Edwards,caroline.edwards@yahoo.co.uk,+44(0)118 496 0376,"Flat 5
Beth street",Liverpool,B90 1ZP,2022-11-30,Direct Mail,Active,Email
2700,Gordon,White,gordon.white@yahoo.co.uk,0151 4960116,96 Timothy rapid,South Marcustown,BR2H 9LR,2022-05-07,Direct Mail,Active,Post
2701,Graham,Smith,graham.smith@btinternet.com,0161 496 0815,557 Julian roads,London,SW2 8SU,2022-11-06,Online,Lapsed,Email
2702,Paul,Jackson,paul.jackson@yahoo.co.uk,+448081570796,534 Iain unions,Sheffield,M29 1RF,2022-01-14,Online,Active,Post
2703,Teresa,Cook,teresa.cook@gmail.com,+449098790301,6 Coleman vista,Connorshire,L7 2AY,2024-07-01,Legacy,Active,Phone
2704,Eleanor,Bates,eleanor.bates@hotmail.co.uk,+44(0)191 496 0819,"Studio 09d
Walker ramp",Knightbury,DG2 9AJ,2023-05-26,Event,Active,Email
2705,Amber,Warren,amber.warren@btinternet.com,+44(0)28 9018 0922,16 Georgia ford,Armstrongton,N39 4PJ,2023-02-25,Direct Mail,Active,Email
2706,Scott,Lloyd,scott.lloyd@hotmail.co.uk,01134960993,"Studio 95J
Howell inlet",London,E82 5RF,2024-12-02,Online,Lapsed,Email
2707,Hollie,Nolan,hollie.nolan@hotmail.co.uk,028 9018 0784,"Flat 69W
Brooks stravenue",Nottingham,W6T 3GA,2024-07-18,Online,Lapsed,Email
2708,Sheila,Harper,,+44121 4960067,"Flat 40
Karl key",Leeds,M0 1GX,2024-07-12,Event,Lapsed,Post
2709,Kirsty,Baker,kirsty.baker,(020)74960293,"Flat 1
Davies falls",Liverpool,LA9X 2DD,2021-10-31,Online,Active,Phone
2710,Marilyn,Patterson,marilyn.patterson@hotmail.co.uk,+441154960197,"Flat 2
Toby plaza",North Andrew,S0 7DJ,2023-11-20,Direct Mail,Deceased,Email
2711,Kirsty,Shaw,kirsty.shaw@gmail.com,+44113 496 0348,471 Hopkins passage,London,BT33 3XT,2020-11-06,Legacy,Active,Email
2712,Leigh,Collier,leigh.collier@yahoo.co.uk,(0113)4960976,"Studio 2
Dawson path",Smithhaven,LD12 3UY,2023-04-15,Online,Active,Post
2713,Elizabeth,Rose,elizabeth.rose@hotmail.co.uk,(0808) 157 0865,"Flat 1
Poole roads",Birmingham,KW0 2JF,2024-09-24,Direct Mail,Active,Email
2714,Gerald,Evans,,(020)74960242,"Flat 87
Sara loop",Liverpool,B63 6PE,2023-12-10,Event,Active,Email
2715,Christine,Wilson,christine.wilson@yahoo.co.uk,,"Flat 2
Carl park",London,BD2E 6WP,2024-10-28,Event,Lapsed,Phone
2716,Alexander,Bell,alexander.bell@btinternet.com,0113 496 0567,1 Lynne plain,Birmingham,M84 0FT,2023-05-24,Online,Active,Email
2717,Bethan,Holloway,bethan.holloway@hotmail.co.uk,+44(0)151 4960335,1 Patricia island,Manchester,L0 5AN,2021-08-04,Telemarkating,Active,Post
2718,Elliott,Bennett,elliott.bennett@hotmail.co.uk,,"Flat 50
Watson divide",Benjaminview,WI35 0RA,2023-01-25,Online,Active,Email
2719,Benjamin,Austin,benjamin.austin@hotmail.co.uk,+442074960027,314 Field path,London,E96 2ZZ,2024-01-16,Direct Mail,Lapsed,Email
2720,Cheryl,Ellis,cheryl.ellis@gmail.com,+441632 960 281,"Flat 39
Ross mission",Birmingham,N94 9FA,2023-03-16,Online,Active,Email
2721,Peter,Harris,peter.harris@hotmail.co.uk,+44(0)116 496 0772,"Flat 90
Kimberley prairie",North Christine,NG7Y 0AZ,2023-11-03,Online,Lapsed,None
2722,Georgina,Wright,georgina.wright@yahoo.co.uk,+44(0)28 9018229,"Studio 84P
Declan burgs",Guyfurt,DL1 5LP,2021-09-02,Online,Active,Email
2723,Nicole,Foster,nicole.foster@outlook.com,,664 Jacob unions,London,M1 5SG,2024-06-20,Direct Mail,Lapsed,Post
2724,Kelly,Arnold,kelly.arnold@btinternet.com,+44808 157 0584,040 Douglas canyon,North Lucymouth,L3 4DX,2020-12-04,Online,Active,Email
2725,Lynn,Myers,lynn.myers@hotmail.co.uk,+449098790851,"Flat 49B
Frederick lane",Hooperbury,XP22 1LV,2024-01-23,Telemarkating,Active,Email
2726,Chelsea,Todd,chelsea.todd,+44(0)113 496 0666,237 Lisa trail,Liverpool,HR9 4NG,2023-01-19,Telemarkating,Active,Email
2727,Marie,Burrows,marie.burrows@yahoo.co.uk,+44(0)117 4960992,103 Mitchell row,Birmingham,B2 6GF,2024-04-09,Online,Lapsed,Phone
2728,Pamela,Townsend,pamela.townsend@btinternet.com,0131 496 0923,"Flat 57
Griffiths island",Stoneside,GY3 4UT,2024-12-16,Telemarkating,Lapsed,Post
2729,Elliot,Ross,elliot.ross@btinternet.com,,666 Carter radial,Burtonside,S0 3FT,2022-09-05,Telemarkating,Active,Email
2730,Rachel,Potter,rachel.potter@outlook.com,029 2018204,644 Shirley key,Frenchberg,HX59 1BS,2022-11-03,Event,Lapsed,Post
2731,Charlene,Thompson,charlene.thompson@gmail.com,02074960778,9 Debra ports,Saramouth,DN5E 8DT,2024-12-27,Online,Lapsed,Post
2732,Frances,Brown,frances.brown@hotmail.co.uk,(0118) 496 0711,37 Holly dale,Hooperside,BR8P 4YH,2024-05-12,Online,Active,Email
2733,Chelsea,Griffiths,chelsea.griffiths@gmail.com,0114 496 0801,345 Lesley island,Samanthamouth,M41 2PU,2022-05-17,Online,Active,None
2734,Gavin,Cook,gavin.cook@yahoo.co.uk,+441174960043,40 Ian key,London,LE4N 1EJ,2023-06-18,Event,Active,None
2735,Amanda,Begum,amanda.begum,0116 4960962,"Studio 7
Rees squares",Bristol,B21 9XS,2022-11-17,Telemarkating,Active,Email
2736,Colin,Clayton,colin.clayton@outlook.com,+44(0)141 496 0225,0 Leonard road,London,N9 9SD,2024-11-04,Online,Lapsed,Phone
2737,Amber,Byrne,amber.byrne@outlook.com,(0161) 4960656,60 Jackson mountains,Lake Marilynfurt,HG0Y 1LF,2021-07-16,Online,Active,Post
2738,Heather,Jones,heather.jones@gmail.com,0292018915,"Studio 62
Jacqueline mill",Manchester,W2 1BH,2022-11-16,Event,Active,Email
2739,Lee,Ali,lee.ali@hotmail.co.uk,03069990510,"Flat 7
Clark mission",Birmingham,WA69 7LG,2024-07-25,Online,Active,Email
2740,Jonathan,Smith,,(0116) 496 0604,3 Kirsty wall,Bryantville,E19 4HJ,2022-02-07,Direct Mail,Active,Email
2741,Paige,Mahmood,paige.mahmood@gmail.com,+44(0)118 4960388,"Flat 42F
Shirley mall",London,B2K 2EE,2022-04-16,Direct Mail,Active,Email
2742,Hilary,Harper,hilary.harper@gmail.com,(0115) 496 0873,"Studio 41M
Norman plaza",Royborough,WD2A 4EJ,2023-03-28,Telemarkating,Active,Email
2743,Eleanor,Edwards,eleanor.edwards@btinternet.com,(0113) 496 0125,53 Graham shoal,Lake Sarah,HG5X 4TE,2023-12-26,Event,Active,Email
2744,Ian,Cooper,ian.cooper@yahoo.co.uk,+44(0)2074960816,"Studio 4
Stanley causeway",Leonhaven,LE24 0XU,2024-12-27,Direct Mail,Lapsed,Post
2745,Chloe,Hill,chloe.hill@outlook.com,+443069990649,"Flat 7
Morgan crescent",Bristol,W3 7PF,2020-12-11,Event,Active,Post
2746,Lauren,Brown,lauren.brown@gmail.com,+44(0)9098790092,76 Harper mews,London,S7D 1FJ,2020-11-30,Direct Mail,Active,None
2747,Kimberley,Smith,kimberley.smith@gmail.com,(01632)960649,6 Robinson isle,London,W1 9HF,2022-11-15,Direct Mail,Active,Phone
2748,Ashley,Turner,ashley.turner@outlook.com,+44(0)1184960590,"Studio 4
Kim mount",London,M3C 4UJ,2024-11-09,Direct Mail,Lapsed,Post
2749,Ashleigh,Daniels,ashleigh.daniels@yahoo.co.uk,+44(0)121 496 0048,"Flat 86D
Daniel flats",Hartton,CR1H 7HS,2024-03-06,Direct Mail,Active,Email
2750,Allan,Wilson,allan.wilson@btinternet.com,(0306) 999 0018,"Studio 95f
Campbell tunnel",Newcastle,LE8A 0UH,2022-01-18,Legacy,Active,Post
2751,George,Swift,george.swift@yahoo.co.uk,0115 4960446,93 Pearce spurs,London,E0 6AF,2020-05-22,Telemarkating,Active,Email
2752,Phillip,Jones,phillip.jones@hotmail.co.uk,01414960483,52 Wright parkways,Manchester,YO69 2DE,2020-11-19,Direct Mail,Active,Email
2753,Julia,Jordan,julia.jordan@btinternet.com,(0191) 4960000,"Flat 55
Iain way",London,N5D 2HX,2024-09-12,Online,Lapsed,Phone
2754,Allan,Moore,allan.moore@btinternet.com,(0808) 1570146,"Flat 7
Lorraine wells",London,W82 8PT,2023-07-21,Online,Active,None
2755,Christian,Kirk,christian.kirk@btinternet.com,(0113) 496 0207,"Studio 34s
Eleanor port",London,TS1P 2ZN,2023-09-15,Online,Active,Email
2756,Raymond,White,raymond.white@hotmail.co.uk,01632960046,"Studio 9
Saunders burg",East Amanda,HD08 7BJ,2024-11-18,Online,Lapsed,Email
2757,Bruce,Page,bruce.page@yahoo.co.uk,0161 4960518,337 Pearson landing,West Lewis,M61 0XE,2021-07-11,Online,Active,Post
2758,Adam,Thomas,adam.thomas@btinternet.com,0909 8790494,4 Gill run,Nottingham,KW0M 9LB,2023-03-14,Online,Lapsed,Email
2759,Joseph,Parker,joseph.parker@outlook.com,0116 4960958,44 Pauline curve,East Carly,B0 6BW,2022-03-18,Telemarkating,Active,Email
2760,Leon,Whitehead,leon.whitehead@btinternet.com,+44(0)115 496 0563,"Studio 23
Marc rapids",London,B88 5LN,2024-04-16,Direct Mail,Lapsed,Email
2761,Shannon,Arnold,shannon.arnold@outlook.com,0113 496 0088,"Studio 29I
Molly shores",London,E97 1PX,2024-09-27,Direct Mail,Lapsed,Post
2762,Roy,Marshall,roy.marshall@outlook.com,+44(0)141 4960931,"Flat 76
Catherine plain",Birmingham,M0H 6YB,2024-05-21,Online,Lapsed,Email
2763,Dennis,Hunt,dennis.hunt@btinternet.com,+44161 4960192,88 Jane cliffs,Nottingham,DE8 4RJ,2024-12-30,Online,Lapsed,Email
2764,Stuart,Robson,stuart.robson@yahoo.co.uk,+441144960875,"Flat 55E
Green rest",Nigelmouth,KP30 2YA,2020-07-06,Online,Active,Post
2765,Stacey,Thompson,stacey.thompson@hotmail.co.uk,(0114) 496 0268,"Studio 65U
Evans springs",Leeds,RG70 2YB,2021-03-23,Direct Mail,Active,Post
2766,Andrea,Nicholls,andrea.nicholls@yahoo.co.uk,(0115)4960696,"Studio 2
Dominic brooks",Birmingham,JE5E 1WH,2022-10-26,Online,Active,Post
2767,Gregory,Ellis,gregory.ellis@outlook.com,01414960626,"Flat 03N
Leon crossing",South Karenland,BT6 3QG,2020-10-16,Event,Active,Phone
2768,Christopher,Singh,christopher.singh@hotmail.co.uk,0292018150,002 Cox crossroad,Birmingham,S36 5HW,2022-09-26,Direct Mail,Active,Email
2769,Janet,Young,janet.young,,460 Evans stream,Birmingham,TN89 8HF,2022-05-06,Telemarkating,Active,Phone
2770,Geoffrey,Alexander,geoffrey.alexander@outlook.com,,"Studio 8
Denise way",Birmingham,B5D 8ER,2022-05-08,Event,Active,Phone
2771,Steven,Singh,steven.singh@outlook.com,+441154960774,"Flat 4
Keith courts",London,HA7 8QU,2024-03-05,Direct Mail,Lapsed,Email
2772,Kimberley,Smith,kimberley.smith@outlook.com,+44(0)131 496 0346,9 Chelsea shore,Manchester,KT3B 8NZ,2022-12-15,Legacy,Lapsed,Email
2773,Alice,Doherty,alice.doherty@yahoo.co.uk,09098790452,443 Farrell wells,Nottingham,E1 1SB,2023-05-14,Online,Active,Email
2774,Gordon,Wood,gordon.wood@hotmail.co.uk,,"Flat 69s
Richardson forge",Bristol,CO39 8PG,2022-11-28,Legacy,Active,Email
2775,Wendy,Thomas,wendy.thomas@hotmail.co.uk,(0151) 496 0876,598 Rebecca meadow,South Bethan,L1 7WN,2023-10-07,Online,Lapsed,Email
2776,Harry,Campbell,harry.campbell@hotmail.co.uk,,"Studio 7
Gordon gateway",Bristol,B6H 2ZT,2022-07-26,Direct Mail,Active,Email
2777,Marian,Patel,marian.patel,+44191 4960694,486 Georgia plaza,Lake Cheryl,E98 2BJ,2022-08-07,Online,Active,Email
2778,Wayne,Cole,wayne.cole@yahoo.co.uk,08081570537,"Flat 68s
Wright place",Leeds,E7A 0YL,2024-03-29,Telemarkating,Active,Email
2779,Jade,Harris,jade.harris@btinternet.com,+441632 960 431,"Flat 17
Cooper shoal",Liverpool,S73 7TY,2023-05-02,Telemarkating,Lapsed,Email
2780,Carole,Martin,carole.martin@outlook.com,(0141)4960454,"Flat 07W
Bevan point",London,GW87 3RM,2024-08-05,Telemarkating,Lapsed,Email
2781,Joanna,Howarth,joanna.howarth@yahoo.co.uk,(0114) 496 0444,4 Glover mission,Newcastle,L18 9QA,2021-02-19,Legacy,Active,Post
2782,Vincent,Willis,vincent.willis@yahoo.co.uk,(0808) 157 0783,684 Cheryl roads,Leeds,S26 8LP,2020-08-17,Online,Active,Email
2783,Angela,Thompson,angela.thompson@hotmail.co.uk,029 2018 0880,43 Paige wall,London,M0G 0HW,2023-05-31,Event,Active,None
2784,Katy,Middleton,katy.middleton@outlook.com,+44(0)118 4960531,59 Gregory fort,Manchester,ML87 5NB,2022-03-26,Direct Mail,Active,Post
2785,Shirley,Gregory,shirley.gregory@yahoo.co.uk,028 9018 0968,"Flat 1
Robertson shoals",Vanessafurt,CB5M 6SX,2022-08-09,Online,Active,None
2786,Pamela,Dunn,pamela.dunn@gmail.com,+44(0)131 496 0133,3 Jenkins plains,Newcastle,IV9 5EE,2024-04-10,Direct Mail,Lapsed,Post
2787,Tracy,Lewis,tracy.lewis@gmail.com,+44121 496 0862,09 Dawson divide,Bristol,NE2 3UJ,2021-03-28,Direct Mail,Lapsed,Post
2788,Allan,Lee,allan.lee@outlook.com,0808 1570414,"Flat 48v
Burton via",Watkinsview,N1 7WD,2023-03-24,Legacy,Active,Post
2789,Ashley,Johnson,ashley.johnson@outlook.com,+449098790577,897 Smith turnpike,Frankbury,N12 8YZ,2022-09-09,Event,Active,Email
2790,Jenna,Robinson,jenna.robinson,(0117) 496 0314,046 Baker park,Sheffield,B5A 0HQ,2022-04-21,Online,Active,Email
2791,Diana,Lloyd,diana.lloyd@gmail.com,(0306) 9990689,"Studio 39y
Barton station",Birmingham,W7 6UU,2024-01-22,Direct Mail,Active,Post
2792,Jeremy,Williams,jeremy.williams@hotmail.co.uk,01214960799,"Studio 94r
Ryan knoll",Leeds,W13 1FY,2023-10-31,Online,Lapsed,Phone
2793,Kimberley,Davis,kimberley.davis@hotmail.co.uk,01144960816,61 Kieran centers,Port Mitchell,AB8 7AL,2021-11-09,Online,Lapsed,Post
2794,John,Lees,john.lees@gmail.com,,6 Anthony radial,Richardsonshire,TN5Y 6GP,2022-02-23,Online,Active,Post
2795,Marc,Smith,marc.smith@outlook.com,0113 496 0756,"Studio 33l
Skinner ville",Birmingham,L44 0XF,2023-07-16,Direct Mail,Active,None
2796,Hilary,Randall,hilary.randall@yahoo.co.uk,,018 Garry extension,Birmingham,HU5E 7RT,2023-04-02,Telemarkating,Active,Email
2797,Leanne,Wilkinson,,(0116) 4960469,6 Fiona stravenue,Gibsontown,NR77 2NH,2023-04-04,Telemarkating,Active,Post
2798,Sheila,Gardiner,sheila.gardiner@hotmail.co.uk,0191 498 0783,1 Sally way,Bristol,M6 8PP,2024-10-14,Direct Mail,Lapsed,Email
2799,Owen,Smith,owen.smith@hotmail.co.uk,+44(0)1134960909,011 Walters mills,London,E9K 3EZ,2023-01-13,Direct Mail,Active,Phone
2800,Janet,Howarth,janet.howarth@outlook.com,+44(0)114 496 0092,467 Patel creek,Hawkinstown,B7J 3RD,2021-10-26,Legacy,Active,None
2801,Neil,O'Brien,neil.o'brien@yahoo.co.uk,01914960178,"Flat 97
Evans radial",Newcastle,S96 4DS,2021-03-24,Online,Active,Phone
2802,Karl,Patel,karl.patel@gmail.com,(028) 9018 0599,"Flat 63
Mathew point",Birmingham,SO0P 3BS,2024-01-20,Direct Mail,Active,Email
2803,Denise,Simpson,,,59 Barbara knolls,London,BR1 1XD,2023-06-24,Event,Active,Email
2804,Bethany,Thompson,bethany.thompson@gmail.com,,"Flat 96
Payne trafficway",Manchester,M12 0XA,2024-03-10,Online,Active,Email
2805,Naomi,Thomas,naomi.thomas,+44131 496 0325,"Studio 13O
Lawrence islands",London,CW6 8XT,2022-12-16,Direct Mail,Active,Email
2806,Jordan,Howard,jordan.howard@hotmail.co.uk,+44(0)115 496 0594,56 Collins viaduct,Morganport,KY8 4HP,2023-12-21,Online,Active,Email
2807,Matthew,George,matthew.george@yahoo.co.uk,+44(0)131 496 0194,"Studio 1
Tom islands",Liverpool,G4 6LN,2022-05-13,Legacy,Active,Email
2808,Janet,Blake,janet.blake@yahoo.co.uk,0113 496 0768,"Studio 7
Denise mews",Bristol,M60 9SB,2022-10-11,Direct Mail,Active,None
2809,Gavin,Nicholson,gavin.nicholson@gmail.com,+44(0)191 496 0726,"Flat 6
Nicholls passage",Liverpool,HS3P 6JU,2021-01-31,Event,Active,Post
2810,Bethany,Williams,bethany.williams,+44114 4960856,"Studio 7
Sally radial",London,YE49 9JH,2023-03-06,Online,Active,Post
2811,Caroline,Hunt,caroline.hunt@btinternet.com,+44131 496 0815,"Flat 85
Kathleen expressway",Port Joelshire,EH1 4DH,2020-09-26,Direct Mail,Lapsed,Post
2812,Tracy,Richards,tracy.richards@hotmail.co.uk,+44808 157 0387,"Flat 19U
Wright extensions",New Hollieport,E8U 3DJ,2021-08-02,Telemarkating,Active,Email
2813,Graeme,Parker,graeme.parker@outlook.com,,4 Turner center,North Andrew,S4U 5PB,2024-10-09,Direct Mail,Lapsed,Email
2814,Shannon,Andrews,shannon.andrews@gmail.com,+44(0)1164960682,"Flat 31
Burton via",London,N2 4LG,2021-02-18,Legacy,Active,Email
2815,Lewis,Pickering,lewis.pickering@hotmail.co.uk,0114 496 0091,"Studio 51g
Lynda squares",Terencefort,BT9 2HP,2021-11-24,Online,Active,Post
2816,Leonard,Holden,leonard.holden@gmail.com,+44(0)20 74960563,19 Shah square,Graystad,S42 0XA,2023-07-03,Online,Active,Email
2817,Kathleen,Singh,kathleen.singh@gmail.com,(0808) 1570880,42 Butcher views,Leeds,BA4N 3GP,2021-08-03,Online,Lapsed,Email
2818,Charlotte,Smith,charlotte.smith@btinternet.com,+44(0)1632960980,223 Olivia roads,Lake Sara,G8C 9PN,2024-10-09,Online,Lapsed,Email
2819,Richard,Young,richard.young@gmail.com,+44(0)1144960632,4 Neil loaf,North Mandy,EH6M 1JD,2022-11-12,Legacy,Active,None
2820,Eleanor,Dyer,eleanor.dyer@hotmail.co.uk,+44(0)161 4960304,"Flat 74
Leah corners",Nottingham,N6 5DY,2024-08-30,Online,Lapsed,Email
2821,Barbara,Bowen,barbara.bowen@btinternet.com,0121 4960137,"Studio 0
Keith mills",Birmingham,S60 6GA,2022-06-10,Online,Active,Post
2822,Amber,Thomas,amber.thomas@gmail.com,,3 Robinson meadow,Williamsville,FB03 2QU,2024-07-16,Telemarkating,Lapsed,Phone
2823,Henry,Patel,henry.patel@yahoo.co.uk,(029)2018348,87 Smith bridge,West Deniseport,B8 3JQ,2022-02-05,Event,Active,Email
2824,Kenneth,Thomas,kenneth.thomas@hotmail.co.uk,+44306 9990417,915 Kayleigh hill,North Tony,WS0M 3EP,2020-07-29,Event,Active,Email
2825,Sharon,Shaw,sharon.shaw@btinternet.com,(029)2018499,45 Baxter route,O'Brienport,LA77 0XZ,2022-08-03,Online,Active,Post
2826,Donna,Robson,donna.robson@outlook.com,+44121 4960962,"Flat 7
Megan meadows",North Elliott,B74 8TS,2024-06-18,Online,Lapsed,Phone
2827,Emily,Clarke,,+44(0)1414960347,41 Hamilton inlet,Lynneville,B08 4ZB,2022-06-21,Direct Mail,Active,Post
2828,Danielle,Burgess,danielle.burgess@btinternet.com,+44(0)909 8790336,"Studio 1
Stephenson isle",Nottingham,DL62 5RY,2023-04-19,Legacy,Active,Email
2829,Joel,Sullivan,joel.sullivan@gmail.com,(0191) 4960314,088 Gibbs greens,London,L6 8FE,2023-08-26,Event,Active,Phone
2830,Rosie,Jones,rosie.jones@outlook.com,+441154960944,13 Claire port,London,LE6 0LA,2021-03-25,Event,Active,Post
2831,Philip,McDonald,philip.mcdonald@yahoo.co.uk,+44808 157 0763,7 Harper plains,Port Molly,DT5A 8TS,2022-01-25,Direct Mail,Active,Email
