donor_id,email_primary,mobile,address_line1,city,postcode,acquisition_date,acquisition_channel,donor_status,communication_preference,email_secondary,landline,address_line2,county,data_source,record_created_date,record_modified_date,full_name
1405,stuart.may@btinternet.com,0114 496 0606,9 Alexander green,London,TN48 6JT,2021-10-12,Online,Lapsed,Post,,(0151) 4960338,Studio 6,,CRM,2021-10-12,2022-05-24,Stuart May
1406,beth.parker@outlook.com,0808 157 0034,"Studio 0
Douglas fall",New Mohammedland,CB9 6SG,2023-08-04,Online,Lapsed,None,beth_536@yahoo.co.uk,,,Dumfries and Galloway,CRM,2023-08-04,2025-05-01,Beth Parker
1407,charlotte.fletcher@outlook.com,,0 Bethan parks,Newcastle,N04 3TT,2021-07-15,Direct Mail,Active,Phone,,,,East Renfrewshire,CRM,2021-07-15,2021-09-19,Charlotte Fletcher
1408,clifford.baldwin@outlook.com,,"Studio 68
Margaret way",Alicehaven,KW8 9EZ,2022-10-26,Event,Active,Email,clifford_181@gmail.com,+44161 4960632,,,CRM,2022-10-26,2024-09-18,Clifford Baldwin
1409,michelle.bentley@hotmail.co.uk,0116 4960696,1 Taylor mill,Birmingham,M4 1JJ,2022-09-28,Legacy,Active,Email,,,,Greater London,CRM,2022-09-28,2023-04-28,Michelle Bentley
1410,dominic.sykes@yahoo.co.uk,(029)2018591,5 Lynda centers,West Eric,CW63 0SL,2024-01-15,Online,Active,Email,,+44(0)2074960586,Studio 64X,East Lothian,CRM,2024-01-15,2024-10-14,Dominic Sykes
1411,dorothy.warren@btinternet.com,+44(0)306 999 0939,"Studio 48
Hurst ports",London,M5F 8ES,2020-04-05,Event,Active,Email,dorothy_668@yahoo.co.uk,,,,CRM,2020-04-05,2020-04-26,Dorothy Warren
1412,jean.campbell@outlook.com,01632 960935,440 Thornton knolls,London,AL79 9HX,2024-10-28,Direct Mail,Lapsed,None,,(01632) 960 833,,Derbyshire,CRM,2024-10-28,2025-04-19,Jean Campbell
1413,amy.robson@hotmail.co.uk,+44114 4960971,270 Holly views,Shauntown,SN2B 5TG,2021-11-05,Telemarkating,Active,Post,,(0116) 4960122,,Inverclyde,CRM,2021-11-05,2022-02-10,Amy Robson
1414,victor.reynolds@gmail.com,,11 Evans track,Port Naomi,E8 3FG,2024-08-17,Telemarkating,Active,Post,victor_796@gmail.com,+44161 496 0048,Studio 93k,,CRM,2024-08-17,2025-07-23,Victor Reynolds
1415,olivia.osborne@yahoo.co.uk,01914960916,"Studio 8
Sylvia bypass",Lake Antony,L0 8XF,2023-08-08,Online,Active,Email,olivia_997@gmail.com,,,Inverclyde,CRM,2023-08-08,2025-05-07,Olivia Osborne
1416,brett.tucker@outlook.com,09098790669,"Flat 47
Dean mission",Port Kenneth,S67 1HR,2024-01-19,Event,Active,Post,,+44(0)2074960156,,Angus,CRM,2024-01-19,2024-01-20,Brett Tucker
1417,katherine.lewis@yahoo.co.uk,029 2018 0502,"Studio 39R
Jean port",Tonytown,BB80 5QR,2023-04-25,Online,Active,Email,,(0118)4960058,Flat 9,Tyne and Wear,CRM,2023-04-25,2024-01-06,Katherine Lewis
1418,catherine.byrne@gmail.com,+44(0)151 496 0607,"Flat 2
Winter burgs",Leeds,G6G 2QP,2023-03-15,Direct Mail,Active,Email,catherine_619@gmail.com,,,Essex,CRM,2023-03-15,2023-07-18,Catherine Byrne
1419,lisa.mahmood@outlook.com,+4428 9018459,"Flat 96
Jonathan freeway",Andrewfort,E5W 0GT,2023-09-17,Online,Active,Post,,,Flat 45c,Cheshire,CRM,2023-09-17,2023-10-26,Lisa Mahmood
1420,russell.dodd@btinternet.com,+44118 496 0130,14 Jordan hollow,Sheffield,M5G 0WN,2022-06-01,Event,Active,Email,,+44131 496 0346,,Norfolk,CRM,2022-06-01,2023-06-26,Russell Dodd
1421,jessica.khan@outlook.com,+44289018499,989 Hayes drive,Manchester,YQ52 6IM,2023-01-07,Online,Active,Email,,,,Hampshire,CRM,2023-01-07,2024-03-21,Jessica Khan
1422,megan.marshall@hotmail.co.uk,+44(0)306 999 0845,14 Baker harbor,Liverpool,E73 3DG,2022-11-11,Direct Mail,Active,Post,,(01632) 960604,,West Lothian,CRM,2022-11-11,2024-03-26,Megan Marshall
1423,ashleigh.warren@gmail.com,+44(0)131 496 0640,74 Jake isle,Bristol,IP17 3HB,2022-07-13,Event,Active,Phone,,,,Highland,CRM,2022-07-13,2022-11-01,Ashleigh Warren
1424,,01914960924,154 Denise plaza,Sheffield,S1 2XH,2024-03-01,Online,Active,Email,,,Flat 32,Antrim,CRM,2024-03-01,2025-06-24,Joyce Skinner
1425,jeffrey.andrews@yahoo.co.uk,+44(0)115 496 0305,"Flat 06
Sharon burg",Port Rosemarychester,G76 9RE,2021-01-18,Online,Lapsed,None,,,,North Yorkshire,CRM,2021-01-18,2021-09-21,Jeffrey Andrews
1426,angela.wilkinson@btinternet.com,0808 157 0359,2 Kay camp,London,AL9N 7GD,2021-05-02,Direct Mail,Active,Post,,,,Dundee City,CRM,2021-05-02,2022-11-30,Angela Wilkinson
1427,margaret.cole@btinternet.com,01632 960 017,1 Glen stravenue,Gillianport,PL5 9WQ,2024-07-27,Direct Mail,Active,Email,,,,Bedfordshire,CRM,2024-07-27,2025-07-22,Margaret Cole
1428,adam.murphy@btinternet.com,+44(0)113 4960755,"Flat 41
Linda haven",Birmingham,CF00 3EU,2022-06-19,Direct Mail,Active,Email,,+44(0)1614960495,,Highland,CRM,2022-06-19,2022-12-28,Adam Murphy
1429,alan.king@btinternet.com,(0116) 496 0180,"Flat 24u
Kerry parks",London,BH21 1AH,2022-09-24,Online,Active,Email,alan_434@yahoo.co.uk,,,Dumfries and Galloway,CRM,2022-09-24,2023-10-30,Alan King
1430,gordon.clarke@yahoo.co.uk,,"Studio 7
Annette tunnel",Noblehaven,HG4V 8DT,2022-10-01,Online,Active,Post,,(0116) 496 0900,,Midlothian,CRM,2022-10-01,2023-11-29,Gordon Clarke
1431,fiona.thompson@btinternet.com,03069990829,7 Judith well,Parkinsonside,CF4 2QU,2023-01-26,Telemarkating,Active,Email,fiona_606@yahoo.co.uk,,Flat 66C,West Dunbartonshire,CRM,2023-01-26,2024-03-20,Fiona Thompson
1432,emma.murphy@btinternet.com,+441514960029,"Studio 16b
Zoe greens",Stewartville,B9K 2GJ,2021-07-13,Online,Active,Post,,(0808) 157 0354,Studio 47,East Lothian,CRM,2021-07-13,2021-09-02,Emma Murphy
1433,kathryn.hopkins@gmail.com,+44(0)151 4960749,"Flat 93
Chelsea plains",Nottingham,B5 4HY,2024-12-03,Online,Lapsed,Phone,,,,Monmouthshire,CRM,2024-12-03,2025-08-21,Kathryn Hopkins
1434,john.ward@btinternet.com,+44(0)808 157 0291,"Studio 75
Grant summit",Eileenton,ME9W 5UR,2020-06-25,Direct Mail,Active,Post,john_359@gmail.com,,,,CRM,2020-06-25,2021-05-08,John Ward
1435,stuart.fletcher@yahoo.co.uk,01184960395,13 Roger common,Sheffield,M80 0GD,2024-02-05,Event,Active,Phone,stuart_788@gmail.com,,Flat 20,Bedfordshire,CRM,2024-02-05,2025-08-13,Stuart Fletcher
1436,,,12 Gregory avenue,Newcastle,L9G 5NG,2022-06-29,Telemarkating,Lapsed,Email,,,,Essex,CRM,2022-06-29,2023-01-05,Lindsey Simpson
1437,craig.harvey,01314960840,961 Wilson well,London,AL8H 0XH,2024-02-03,Direct Mail,Lapsed,Phone,,(0306) 9990207,,Dundee City,CRM,2024-02-03,2025-05-11,Craig Harvey
1438,lawrence.brown@yahoo.co.uk,0118 4960298,083 Evans center,Smithburgh,E00 3EW,2023-12-04,Event,Active,Post,,+44121 4960329,,Devon,CRM,2023-12-04,2025-03-22,Lawrence Brown
1439,jenna.jones@hotmail.co.uk,0131 496 0605,73 Paige mews,Bristol,M5 1NT,2024-01-16,Online,Active,Email,,,Studio 47,Oxfordshire,CRM,2024-01-16,2024-12-06,Jenna Jones
1440,gareth.graham@hotmail.co.uk,0151 4960582,"Studio 2
Sutton squares",Port Naomi,L20 2YY,2021-03-08,Online,Active,Phone,,,,,CRM,2021-03-08,2021-11-25,Gareth Graham
1441,kate.gibson@outlook.com,+44(0)151 496 0010,"Studio 0
Hollie parks",Liverpool,L6 5JR,2021-04-17,Legacy,Active,Email,,+44(0)909 8790726,,East Renfrewshire,CRM,2021-04-17,2021-06-22,Kate Gibson
1442,bethan.kelly@hotmail.co.uk,+44115 496 0578,"Studio 4
Brown stream",Brownfort,SL52 5EA,2021-08-14,Event,Active,Post,,+441914960765,,,CRM,2021-08-14,2023-03-30,Bethan Kelly
1443,darren.hudson@gmail.com,0161 496 0474,6 Bennett port,West Harriet,M93 6LB,2023-10-16,Direct Mail,Active,Post,,,,Leicestershire,CRM,2023-10-16,2024-03-09,Darren Hudson
1444,toby.smith@btinternet.com,0116 4960937,456 Garry turnpike,Manchester,BT9 7JY,2021-04-25,Legacy,Active,None,,,,South Yorkshire,CRM,2021-04-25,2022-09-01,Toby Smith
1445,gerald.flynn@yahoo.co.uk,(01632) 960976,69 Howard mountain,Taylorville,W61 2RT,2023-09-01,Online,Active,Post,,,,Cardiganshire,CRM,2023-09-01,2023-10-03,Gerald Flynn
1446,nathan.sanderson,(0114) 4960614,"Studio 4
Eric unions",London,L00 3JY,2020-05-26,Online,Lapsed,Email,,,,,CRM,2020-05-26,2020-07-17,Nathan Sanderson
1447,molly.banks,+448081570902,5 Bethany burgs,Hardingville,E67 2TG,2023-02-26,Telemarkating,Active,Post,molly_923@gmail.com,,,Nottinghamshire,CRM,2023-02-26,2024-04-17,Molly Banks
1448,aaron.harrison,(0116) 496 0817,"Studio 2
Sally highway",Manchester,M2 6NZ,2024-04-24,Direct Mail,Active,Email,aaron_864@yahoo.co.uk,,,Renfrewshire,CRM,2024-04-24,2025-06-27,Aaron Harrison
1449,joyce.clarke@gmail.com,,"Studio 7
Arnold glen",Leeds,L9 8AG,2022-01-22,Legacy,Deceased,Email,,,,Dundee City,CRM,2022-01-22,2022-12-08,Joyce Clarke
1450,hollie.jones@btinternet.com,+44(0)141 4960696,69 Clarke extension,East Abigail,E0 3LG,2024-06-09,Direct Mail,Active,Email,,,Studio 66,,CRM,2024-06-09,2025-05-25,Hollie Jones
1451,lynda.parsons@outlook.com,+44141 496 0452,014 Hawkins creek,London,PH39 8WW,2024-01-22,Direct Mail,Active,Phone,,,,Cambridgeshire,CRM,2024-01-22,2025-07-16,Lynda Parsons
1452,shaun.fisher@hotmail.co.uk,020 74960013,84 Joanna hollow,London,NP33 3UP,2024-10-29,Direct Mail,Lapsed,Email,,,Flat 3,Dumfries and Galloway,CRM,2024-10-29,2025-06-01,Shaun Fisher
1453,sally.matthews@outlook.com,+441632960299,"Studio 2
Sian spur",Newcastle,M68 5RL,2023-05-31,Telemarkating,Active,Email,,,,Essex,CRM,2023-05-31,2024-12-20,Sally Matthews
1454,,0114 496 0576,"Flat 09
Williams springs",Bristol,W4H 9DH,2023-02-11,Event,Active,Post,eileen_270@gmail.com,+44(0)141 4960718,,Pembrokeshire,CRM,2023-02-11,2023-10-12,Eileen Payne
1455,anthony.smith@hotmail.co.uk,(0113) 4960329,902 Mohammad dale,Leeds,HX19 7JD,2021-08-14,Event,Active,Phone,anthony_611@gmail.com,0131 496 0282,,Perth and Kinross,CRM,2021-08-14,2022-12-13,Anthony Smith
1456,joanna.kent@hotmail.co.uk,020 7946 0955,396 Jennings branch,Manchester,B28 0RF,2021-04-21,Online,Active,None,,,,Montgomeryshire,CRM,2021-04-21,2022-11-27,Joanna Kent
1457,jeremy.ali@hotmail.co.uk,+44(0)1314960569,"Studio 39h
Hudson ville",Elainemouth,TF35 6LW,2021-01-06,Telemarkating,Active,Email,,,Flat 47b,Essex,CRM,2021-01-06,2021-05-29,Jeremy Ali
1458,yvonne.singh@btinternet.com,,"Studio 04
Gillian brook",Manchester,IV5 6DL,2021-12-14,Telemarkating,Lapsed,Email,yvonne_157@yahoo.co.uk,+4429 2018 0534,,Wiltshire,CRM,2021-12-14,2023-08-16,Yvonne Singh
1459,ben.bruce@gmail.com,0161 496 0609,"Studio 26
Morgan manor",Bristol,SM1R 6YR,2023-07-20,Direct Mail,Active,Post,ben_161@yahoo.co.uk,,Studio 0,Hertfordshire,CRM,2023-07-20,2025-01-27,Ben Bruce
1460,adam.sullivan@outlook.com,,6 Charlie mill,Bristol,AB04 6UY,2021-10-18,Direct Mail,Active,None,,,,Hampshire,CRM,2021-10-18,2023-06-12,Adam Sullivan
1461,stewart.simpson@gmail.com,01632 960681,0 Eleanor burg,Tinamouth,SW70 6DY,2022-03-10,Event,Active,Email,,,,City of Edinburgh,CRM,2022-03-10,2023-06-23,Stewart Simpson
1462,joel.smith@outlook.com,(0191) 4960990,9 Butler shoals,Liverpool,TW3 6SW,2024-01-26,Online,Active,None,,+44(0)1154960411,,Anglesey,CRM,2024-01-26,2025-01-11,Joel Smith
1463,carl.davies@outlook.com,0115 496 0901,"Flat 18F
Williams creek",Bethanyborough,L3D 0GS,2023-09-01,Online,Active,Email,,+44115 496 0249,Studio 72,,CRM,2023-09-01,2024-09-29,Carl Davies
1464,kieran.wheeler@hotmail.co.uk,+44(0)1174960391,"Flat 9
Eileen flat",North Albertfort,M9E 1NN,2021-05-22,Direct Mail,Active,Email,kieran_755@gmail.com,,,Suffolk,CRM,2021-05-22,2022-02-27,Kieran Wheeler
1465,mohammad.ross@outlook.com,+44(0)306 999 0121,"Flat 99
Gail loaf",North Jodietown,E7 9PF,2024-11-15,Direct Mail,Active,Email,mohammad_564@gmail.com,+44(0)1144960486,,,CRM,2024-11-15,2025-08-20,Mohammad Ross
1466,david.evans@yahoo.co.uk,+441144960294,03 Smith dam,Bristol,LN9 6JQ,2023-08-07,Event,Active,Email,,+44116 496 0355,Flat 3,Bedfordshire,CRM,2023-08-07,2024-11-01,David Evans
1467,adrian.hanson@gmail.com,01174960171,033 Morrison summit,New Alexanderview,UB4 8AJ,2021-03-31,Online,Active,Post,adrian_835@gmail.com,,Studio 78A,Aberdeenshire,CRM,2021-03-31,2022-03-30,Adrian Hanson
1468,kevin.giles@outlook.com,+44(0)20 7496 0231,"Flat 3
Karl ports",Newcastle,LR78 7AU,2023-03-30,Direct Mail,Active,Phone,,,,Surrey,CRM,2023-03-30,2024-12-08,Kevin Giles
1469,lesley.shah@outlook.com,,"Flat 54
Hopkins parkway",Lake Alexanderland,B66 6DR,2024-03-25,Direct Mail,Active,Phone,,,,Moray,CRM,2024-03-25,2025-10-04,Lesley Shah
1470,francis.nelson@hotmail.co.uk,+44(0)8081570401,"Studio 0
Williams unions",Birmingham,ML1 3FF,2021-12-07,Online,Active,Email,,+44121 496 0357,,Caernarvonshire,CRM,2021-12-07,2022-01-03,Francis Nelson
1471,janice.evans@outlook.com,+44161 496 0440,"Studio 18
Naomi shoals",New Hayley,B1 1RZ,2020-12-13,Direct Mail,Active,Phone,,,Studio 4,Cambridgeshire,CRM,2020-12-13,2022-06-01,Janice Evans
1472,adrian.cox@hotmail.co.uk,(0909) 879 0044,"Studio 78l
Sylvia ville",New Steventown,PR2V 5JT,2020-09-11,Online,Active,Email,,,,Lincolnshire,CRM,2020-09-11,2022-02-09,Adrian Cox
1473,bernard.jones@yahoo.co.uk,01164960686,134 Darren lodge,Kayleighmouth,B8 1AL,2024-03-19,Online,Lapsed,Post,,(0161) 496 0665,Studio 32,Antrim,CRM,2024-03-19,2024-05-10,Bernard Jones
1474,cameron.payne@btinternet.com,+44115 496 0379,"Flat 24
Rachel summit",London,E8 8WZ,2020-12-05,Online,Active,None,,,,Dumfries and Galloway,CRM,2020-12-05,2022-03-08,Cameron Payne
1475,ruth.berry@gmail.com,+441632 960994,"Studio 6
Cox valleys",Port Benstad,JB43 3GS,2024-11-09,Online,Lapsed,None,ruth_956@gmail.com,,,Suffolk,CRM,2024-11-09,2025-02-25,Ruth Berry
1476,,+44(0)114 4960888,"Flat 02w
Mohammed spring",London,BN55 4EJ,2023-01-02,Telemarkating,Active,Email,emily_242@gmail.com,,,Lancashire,CRM,2023-01-02,2023-12-19,Emily King
1477,jason.harvey,(0116)4960130,"Flat 75
Lewis squares",Michelleville,SM7 8EX,2023-02-20,Direct Mail,Active,Post,,,,Breconshire,CRM,2023-02-20,2023-09-29,Jason Harvey
1478,christine.wood@hotmail.co.uk,+44141 4960944,"Flat 14
Hooper forest",London,GJ09 3YJ,2021-04-06,Online,Active,Email,,+44(0)121 4960557,,Devon,CRM,2021-04-06,2022-01-27,Christine Wood
1479,brenda.lowe@gmail.com,,"Studio 8
Anthony highway",Mariaborough,WA6Y 9HJ,2024-11-27,Online,Lapsed,Post,,,Studio 68O,Lancashire,CRM,2024-11-27,2026-07-06,Brenda Lowe
1480,joanna.palmer@gmail.com,+44(0)29 2018 0312,687 Thomson shoals,New Gerardmouth,G80 2GW,2024-09-27,Online,Lapsed,Post,joanna_644@gmail.com,0113 496 0778,Studio 05,Angus,CRM,2024-09-27,2026-01-03,Joanna Palmer
1481,june.hall@outlook.com,,"Studio 30M
Colin branch",London,HD0R 2SN,2022-09-02,Telemarkating,Active,Email,,(0113) 4960092,Studio 05v,Kent,CRM,2022-09-02,2023-08-15,June Hall
1482,rhys.nash@btinternet.com,(0115) 496 0149,"Flat 1
Terence crescent",Bristol,G0 2FU,2023-05-02,Telemarkating,Active,Phone,rhys_350@yahoo.co.uk,,,,CRM,2023-05-02,2023-12-21,Rhys Nash
1483,keith.patel@yahoo.co.uk,(0306) 9990832,8 Victoria burgs,Billyhaven,M3D 4SG,2023-04-17,Direct Mail,Deceased,Post,keith_946@gmail.com,+44(0)808 1570104,,Merionethshire,CRM,2023-04-17,2023-08-18,Keith Patel
1484,philip.nixon@outlook.com,+44191 4960268,5 Danielle oval,London,SG7R 2SU,2024-12-15,Direct Mail,Lapsed,Email,,,,,CRM,2024-12-15,2025-08-22,Philip Nixon
1485,alexandra.johnson@gmail.com,,"Studio 34
James rapids",Bristol,E08 1BA,2024-06-10,Event,Lapsed,Post,,,,Merseyside,CRM,2024-06-10,2026-02-07,Alexandra Johnson
1486,megan.stewart@gmail.com,01314960744,"Studio 54n
Linda glen",London,S5G 6BN,2021-10-16,Event,Active,Email,,,,West Yorkshire,CRM,2021-10-16,2023-02-17,Megan Stewart
1487,sarah.bull@yahoo.co.uk,+44(0)1414960423,"Studio 2
Damian ranch",London,FK2 9UP,2023-07-07,Online,Active,Post,,(020) 74960224,,Aberdeen City,CRM,2023-07-07,2024-07-05,Sarah Bull
1488,elizabeth.bentley@outlook.com,(0118) 4960482,"Flat 5
Joanne courts",South Hazel,DN6R 9JY,2024-09-14,Online,Lapsed,None,,+44(0)117 496 0245,Flat 97,Tyne and Wear,CRM,2024-09-14,2024-12-08,Elizabeth Bentley
1489,sandra.allen@gmail.com,+44(0)131 496 0527,4 Joel viaduct,South Alexander,G99 5XD,2022-08-17,Telemarkating,Active,Post,,,,,CRM,2022-08-17,2023-03-30,Sandra Allen
1490,trevor.adams@btinternet.com,+44(0)121 496 0587,"Studio 1
Burton rest",Birmingham,L6U 0FB,2023-06-26,Event,Active,Phone,,(0114) 4960443,,,CRM,2023-06-26,2023-10-22,Trevor Adams
1491,jacqueline.jones@outlook.com,+44(0)117 496 0521,"Studio 4
Nigel cape",Morganchester,N5 8UZ,2022-01-25,Online,Active,Post,,,,Aberdeenshire,CRM,2022-01-25,2023-06-21,Jacqueline Jones
1492,frederick.pratt@gmail.com,(0131) 4960674,7 Davies shores,Meganbury,HD92 2PQ,2024-06-04,Event,Lapsed,Post,,+44116 496 0136,Flat 67,Devon,CRM,2024-06-04,2025-04-08,Frederick Pratt
1493,malcolm.stevens@hotmail.co.uk,+44(0)909 879 0171,634 Deborah divide,West Maureenside,BL24 1ZY,2022-02-19,Telemarkating,Lapsed,Email,,,,Durham,CRM,2022-02-19,2022-08-26,Malcolm Stevens
1494,paige.robinson@outlook.com,0141 496 0195,0 Wright stravenue,Suzannemouth,G4J 6FU,2023-09-01,Online,Active,Email,paige_310@yahoo.co.uk,+441154960534,Studio 7,Wiltshire,CRM,2023-09-01,2025-05-30,Paige Robinson
1495,gregory.rogers@yahoo.co.uk,,601 Leonard court,Nottingham,S48 9QZ,2022-05-02,Direct Mail,Lapsed,Post,gregory_222@gmail.com,,,Cornwall,CRM,2022-05-02,2023-04-23,Gregory Rogers
1496,patricia.clements,01154960561,"Studio 1
Malcolm via",Helenfurt,M1 3ZR,2022-03-22,Direct Mail,Active,Email,,,,Midlothian,CRM,2022-03-22,2023-04-16,Patricia Clements
1497,bryan.owen@gmail.com,+44(0)1414960764,67 Mandy canyon,Nottingham,L5 6XZ,2022-11-18,Online,Active,Email,bryan_890@yahoo.co.uk,,,,CRM,2022-11-18,2024-09-15,Bryan Owen
1498,david.patterson@hotmail.co.uk,+44(0)131 4960623,4 Wallace skyway,Guymouth,TF3 3AA,2023-03-25,Event,Lapsed,Post,,+44161 4960222,,Down,CRM,2023-03-25,2024-08-05,David Patterson
1499,graham.matthews@btinternet.com,01414960393,689 Abigail land,Manchester,L2 3PP,2023-10-27,Direct Mail,Active,Phone,,+441134960519,,Glamorgan,CRM,2023-10-27,2025-01-19,Graham Matthews
1500,,0116 4960557,24 Baker keys,Brendachester,SY30 2NR,2023-08-18,Direct Mail,Active,Email,,0115 4960327,,Cheshire,CRM,2023-08-18,2025-02-12,Sian Doyle
1501,alan.humphries@yahoo.co.uk,,640 Cameron turnpike,London,W5 4BP,2022-08-19,Direct Mail,Active,Email,,,,Devon,CRM,2022-08-19,2023-06-17,Alan Humphries
1502,rachael.hawkins@yahoo.co.uk,,973 Martin vista,London,S8 0YH,2023-10-15,Direct Mail,Active,Post,,+44(0)116 496 0562,Studio 96,Fife,CRM,2023-10-15,2025-07-30,Rachael Hawkins
1503,joanne.lewis@btinternet.com,0113 4960558,"Flat 91
Gail junction",London,IL64 7JU,2024-12-17,Telemarkating,Lapsed,Post,,,,Cardiganshire,CRM,2024-12-17,2025-02-13,Joanne Lewis
1504,jade.daly@gmail.com,+441164960058,7 Jones springs,Liverpool,S03 5FB,2024-11-06,Online,Lapsed,Email,,,Flat 9,Radnorshire,CRM,2024-11-06,2025-01-11,Jade Daly
1505,,(0191) 496 0629,"Flat 55b
Aimee vista",Warrenhaven,E94 1GG,2020-03-01,Event,Active,Phone,,,Studio 14,Anglesey,CRM,2020-03-01,2021-01-18,Sylvia Booth
1506,suzanne.brown@outlook.com,+449098790229,"Flat 29
Stephanie spring",Birmingham,L64 7ET,2021-09-08,Telemarkating,Active,Email,,,,North Ayrshire,CRM,2021-09-08,2022-03-09,Suzanne Brown
1507,kerry.cross@yahoo.co.uk,+44(0)292018493,2 Jenna islands,New Aimeemouth,E76 3SR,2024-04-10,Direct Mail,Lapsed,Email,,+441314960688,,Gloucestershire,CRM,2024-04-10,2025-12-28,Kerry Cross
1508,neil.davis@yahoo.co.uk,+44808 157 0998,"Flat 6
Leon mountain",New Glenhaven,L20 4UN,2023-08-27,Online,Active,Email,,(01632) 960 388,Flat 51,,CRM,2023-08-27,2025-07-17,Neil Davis
1509,toby.middleton@outlook.com,0909 879 0726,"Studio 62t
Zoe bridge",Nichollsstad,E6 7WU,2022-01-20,Telemarkating,Active,Post,,0121 496 0063,,North Yorkshire,CRM,2022-01-20,2023-05-15,Toby Middleton
1510,michael.singh@gmail.com,,1 Martin track,London,WS3E 9WJ,2022-05-23,Event,Active,Post,,,Studio 10c,Scottish Borders,CRM,2022-05-23,2022-07-21,Michael Singh
1511,karl.taylor@btinternet.com,+441632 960 650,"Flat 41V
Stevenson squares",Liverpool,CB1B 2YT,2022-08-09,Direct Mail,Active,Email,,+44289018320,,West Dunbartonshire,CRM,2022-08-09,2023-03-14,Karl Taylor
1512,grace.morgan@btinternet.com,,7 Grace highway,Liverpool,L7G 1ET,2021-11-26,Event,Active,Email,,+44(0)1314960791,,,CRM,2021-11-26,2023-03-05,Grace Morgan
1513,mohammad.porter@hotmail.co.uk,+441134960464,"Flat 42
King passage",Sheffield,M7U 3RQ,2023-08-18,Event,Active,Email,,,,Devon,CRM,2023-08-18,2023-11-10,Mohammad Porter
1514,roy.collins@hotmail.co.uk,+44(0)8081570069,56 Bruce court,Manchester,L9W 1LJ,2023-09-11,Online,Lapsed,None,roy_725@yahoo.co.uk,,,Flintshire,CRM,2023-09-11,2025-01-24,Roy Collins
1515,jason.cunningham@hotmail.co.uk,+44(0)1632 960 788,"Flat 88
Taylor locks",Leanneview,N76 0TD,2023-04-10,Telemarkating,Active,Post,,(028) 9018800,,Shropshire,CRM,2023-04-10,2024-07-19,Jason Cunningham
1516,ronald.lucas@outlook.com,+44306 999 0802,"Flat 53
Sharp pike",Morganshire,LD73 1XS,2020-09-29,Event,Active,None,,+44(0)909 8790943,,Armagh,CRM,2020-09-29,2021-08-08,Ronald Lucas
1517,james.mcdonald@outlook.com,+44113 4960421,831 Craig street,Leeds,N01 2RR,2023-03-24,Telemarkating,Active,Phone,james_243@yahoo.co.uk,,,Nottinghamshire,CRM,2023-03-24,2024-10-04,James McDonald
1518,cameron.wilkinson,(0808)1570119,0 Dickinson plain,Chapmanport,GY1V 1ZU,2021-08-07,Online,Active,Post,,,Flat 98,East Dunbartonshire,CRM,2021-08-07,2022-07-08,Cameron Wilkinson
1519,alexander.jones@outlook.com,(0306) 999 0672,"Studio 5
Teresa spur",London,L48 1FU,2022-10-23,Telemarkating,Active,Phone,alexander_917@yahoo.co.uk,0151 4960078,Flat 74,Oxfordshire,CRM,2022-10-23,2024-02-12,Alexander Jones
1520,susan.evans@gmail.com,+4420 7496 0187,"Studio 38r
Day key",Lake Tracy,M09 5QB,2022-10-27,Online,Active,Post,susan_750@gmail.com,,,East Renfrewshire,CRM,2022-10-27,2023-09-29,Susan Evans
1521,shaun.wallis@btinternet.com,+44(0)161 496 0704,75 Porter alley,New Ross,B1 6TN,2022-03-31,Telemarkating,Active,Email,shaun_308@yahoo.co.uk,+443069990127,,Falkirk,CRM,2022-03-31,2022-08-18,Shaun Wallis
1522,rita.richardson,+44(0)116 4960789,"Flat 16P
Cox garden",Andrewberg,L7W 0ED,2023-03-27,Online,Active,Post,,,Studio 88o,Northamptonshire,CRM,2023-03-27,2024-10-16,Rita Richardson
1523,edward.williams@gmail.com,01314960989,"Studio 0
Amelia valley",Carrollside,G2B 9WU,2023-08-24,Direct Mail,Active,Email,edward_921@yahoo.co.uk,,Flat 74,Hampshire,CRM,2023-08-24,2023-10-13,Edward Williams
1524,abdul.murphy@btinternet.com,,"Studio 5
Brett ports",West Paula,E2 7RB,2024-08-08,Telemarkating,Lapsed,Email,abdul_100@yahoo.co.uk,029 2018 0182,Flat 17,Kent,CRM,2024-08-08,2025-02-22,Abdul Murphy
1525,damien.nicholson@yahoo.co.uk,+44(0)141 4960631,23 Nash club,Nottingham,N1 3RH,2020-05-02,Online,Lapsed,Post,,,,Durham,CRM,2020-05-02,2021-03-10,Damien Nicholson
1526,,+44(0)116 496 0606,9 Melanie views,Adamsmouth,HA47 9ZF,2023-05-10,Direct Mail,Active,Email,,,,Fife,CRM,2023-05-10,2025-03-25,Ellie Jones
1527,ellie.byrne@hotmail.co.uk,028 9018705,323 Hughes trafficway,Abbieville,M5A 6BR,2022-02-28,Direct Mail,Active,Email,,,Flat 07,Angus,CRM,2022-02-28,2023-03-25,Ellie Byrne
1528,amber.barber@btinternet.com,+44(0)1174960911,"Flat 32
Walker forest",London,M1J 0HA,2024-04-04,Online,Lapsed,Post,,,,West Dunbartonshire,CRM,2024-04-04,2025-03-07,Amber Barber
1529,natalie.knight@gmail.com,,"Flat 01Y
Geoffrey shoals",Port Alex,L1T 4JY,2022-05-28,Direct Mail,Active,Post,,,,West Midlands,CRM,2022-05-28,2023-09-12,Natalie Knight
